ae_id,speaker,start_time,end_time,sentence,source,targets
IS1000b.A.argumentstructs.22,A,615.03,619.63,そうですね。一つ興味深いのは,NONE,NONE
IS1000b.A.argumentstructs.Rutger.1,A,623.29,625.33,リモコンの音声認識。,NONE,"{IS1000b.D.argumentstructs.Rutger.1, IS1000b.A.argumentstructs.Rutger.2}"
IS1000b.D.argumentstructs.Rutger.1,D,625.52,626.88,音声認識,IS1000b.A.argumentstructs.Rutger.1,NONE
IS1000b.A.argumentstructs.Rutger.2,A,626.82,629.88,そして、誰がそれにもっとお金を払うのか、そして人々がそれを有用だと思うかどうか。,IS1000b.A.argumentstructs.Rutger.1,"{IS1000b.B.argumentstructs.Rutger.1, IS1000b.D.argumentstructs.Rutger.2, IS1000b.D.argumentstructs.Rutger.3, IS1000b.B.argumentstructs.Rutger.3, IS1000b.D.argumentstructs.Rutger.7, IS1000b.D.argumentstructs.Rutger.8, IS1000b.B.argumentstructs.Rutger.6}"
IS1000b.B.argumentstructs.Rutger.1,B,629.92,631.39,D それについての数字はありますか？,IS1000b.A.argumentstructs.Rutger.2,{IS1000b.A.argumentstructs.Rutger.3}
IS1000b.D.argumentstructs.Rutger.2,D,630.42,631.01,ああ、わかった,IS1000b.A.argumentstructs.Rutger.2,NONE
IS1000b.D.argumentstructs.17,D,631.01,631.01,。,NONE,NONE
IS1000b.A.argumentstructs.Rutger.3,A,631.65,633.6,はい、これを上げておきます。,IS1000b.B.argumentstructs.Rutger.1,NONE
IS1000b.D.argumentstructs.Rutger.3,D,635.73,642.54,そうすれば、リモコンにボタンは必要なくなり、すべて音声ベースになります。わかりました。,IS1000b.A.argumentstructs.Rutger.2,{IS1000b.A.argumentstructs.Rutger.4}
IS1000b.A.argumentstructs.23,A,639.06,640.64,まあ、可能性としてはそうですね,NONE,NONE
IS1000b.A.argumentstructs.Rutger.4,A,642.63,649.55,興味深いことに、それはあまりうまくいかないと思います。両方のオプションが必要です。,IS1000b.D.argumentstructs.Rutger.3,{IS1000b.D.argumentstructs.Rutger.4}
IS1000b.D.argumentstructs.18,D,643.75,644.51,興味深いアイデアですね。,NONE,NONE
IS1000b.D.argumentstructs.Rutger.4,D,648.69,649.05,わかった。,IS1000b.A.argumentstructs.Rutger.4,NONE
IS1000b.B.argumentstructs.27,B,656.92,666.26,そうですね、リモコンを紛失したときの解決策になると思います。つまり、音声認識機能があれば,NONE,NONE
IS1000b.A.argumentstructs.24,A,664.61,672.02,うんうん。うん。,NONE,NONE
IS1000b.B.argumentstructs.Rutger.3,B,667.54,681.02,えっと、それがどこにあるかは関係ありません。まあ、範囲内にあるはずですし、反応して音を出すこともできるかもしれません。だから、どこにあるか教えてください。しかし、これらはすべて非常に派手な機能なので、,IS1000b.A.argumentstructs.Rutger.2,"{IS1000b.D.argumentstructs.Rutger.5, IS1000b.C.argumentstructs.Rutger.1, IS1000b.B.argumentstructs.Rutger.4}"
IS1000b.D.argumentstructs.Rutger.5,D,667.59,667.97,うん。,IS1000b.B.argumentstructs.Rutger.3,NONE
IS1000b.D.argumentstructs.19,D,677.05,677.29,うん。,NONE,NONE
IS1000b.C.argumentstructs.Rutger.1,C,682.07,682.93,まあそれはfだろう,IS1000b.B.argumentstructs.Rutger.3,NONE
IS1000b.B.argumentstructs.Rutger.4,B,682.52,686.57,これを12ユーロ50セントで作ることができます。,IS1000b.B.argumentstructs.Rutger.3,"{IS1000b.D.argumentstructs.Rutger.6, IS1000b.A.argumentstructs.Rutger.5, IS1000b.C.argumentstructs.Rutger.2}"
IS1000b.D.argumentstructs.Rutger.6,D,685.66,686.09,うん。,IS1000b.B.argumentstructs.Rutger.4,NONE
IS1000b.A.argumentstructs.Rutger.5,A,686.08,686.3,うん。,IS1000b.B.argumentstructs.Rutger.4,NONE
IS1000b.C.argumentstructs.Rutger.2,C,687.33,688.08,いいえ、できません。,IS1000b.B.argumentstructs.Rutger.4,NONE
IS1000b.D.argumentstructs.Rutger.7,D,687.88,692.16,音声認識の最先端技術がどこにあるかは私たちにはわかりませんが、あなたはご存知でしょうか?,IS1000b.A.argumentstructs.Rutger.2,{IS1000b.C.argumentstructs.Rutger.3}
IS1000b.C.argumentstructs.11,C,695.65,705.41,それは状況によります。オン、オフなどの操作を実行するための語彙は非常に限られています。,NONE,NONE
IS1000b.B.argumentstructs.28,B,705.78,706.29,うーん。,NONE,NONE
IS1000b.C.argumentstructs.Rutger.3,C,706.33,707.28,1、2、,IS1000b.D.argumentstructs.Rutger.7,NONE
IS1000b.D.argumentstructs.Rutger.8,D,707.14,711.64,でも、テレビが叫んでるとかなりうるさいです。,IS1000b.A.argumentstructs.Rutger.2,"{IS1000b.C.argumentstructs.Rutger.5, IS1000b.A.argumentstructs.Rutger.6, IS1000b.B.argumentstructs.Rutger.5}"
IS1000b.A.argumentstructs.25,A,708.72,709.01,うーん。,NONE,NONE
IS1000b.C.argumentstructs.12,C,709.3,718.61,23歳です。そう簡単にはいかないでしょうが、通常はもっと孤立した状態になるでしょう,NONE,NONE
IS1000b.A.argumentstructs.Rutger.6,A,710.32,710.59,うん。,IS1000b.D.argumentstructs.Rutger.8,NONE
IS1000b.B.argumentstructs.Rutger.5,B,710.84,713.02,はい、それはそうです。,IS1000b.D.argumentstructs.Rutger.8,NONE
IS1000b.B.argumentstructs.Rutger.6,B,719.12,721.02,もっと重要な事実はありますか？,IS1000b.A.argumentstructs.Rutger.2,{IS1000b.C.argumentstructs.Rutger.6}
IS1000b.C.argumentstructs.Rutger.5,C,719.84,721.41,ケースですが、,IS1000b.D.argumentstructs.Rutger.8,NONE
IS1000b.D.argumentstructs.Rutger.9,D,720.74,720.93,わかった。,IS1000b.C.argumentstructs.Rutger.6,NONE
IS1000b.A.argumentstructs.26,A,721.0,721.43,えーと,NONE,NONE
IS1000b.C.argumentstructs.Rutger.6,C,721.41,722.86,でも20フィでは分からない,IS1000b.B.argumentstructs.Rutger.6,{IS1000b.D.argumentstructs.Rutger.9}
IS1000b.A.argumentstructs.27,A,1951.3,1954.64,そうですね。それはかなり難しいと思います。,NONE,NONE
IS1000b.C.argumentstructs.Rutger.7,C,1953.67,1953.85,うん。,IS1000b.A.argumentstructs.Rutger.7,NONE
