ae_id,speaker,start_time,end_time,sentence,source,targets
IS1006c.C.argumentstructs.Daan.1,C,309.19,332.97,そこで、私たちはシンプルなプッシュ ボタンを採用したいと考えています。シンプルなチップしか必要としないため、高度なチップ技術を必要とし、より高価な L_C_D_ に比べて非常に安価です。音声認識などの他の機能も搭載したいため、コストを削減したいと考えています。,NONE,{IS1006c.A.argumentstructs.Daan.1}
IS1006c.B.argumentstructs.11,B,326.08,326.44,うんうん。,NONE,NONE
IS1006c.A.argumentstructs.Daan.1,A,330.841,342.73,えっと、なぜなのか知りたいのですが、えっと、すみませんが、前の点についてですが、もし軽いものなら、なぜゴムではないのでしょうか。,IS1006c.C.argumentstructs.Daan.1,"{IS1006c.D.argumentstructs.Daan.1, IS1006c.C.argumentstructs.Daan.2, IS1006c.B.argumentstructs.Daan.1, IS1006c.C.argumentstructs.Daan.4}"
IS1006c.D.argumentstructs.Daan.1,D,331.32,331.75,コスト。,IS1006c.A.argumentstructs.Daan.1,NONE
IS1006c.C.argumentstructs.16,C,338.96,339.37,えー,NONE,NONE
IS1006c.C.argumentstructs.Daan.2,C,341.91,348.373,また、ボタンなどの成形をすべて行うのは困難です。,IS1006c.A.argumentstructs.Daan.1,{IS1006c.A.argumentstructs.Daan.2}
IS1006c.A.argumentstructs.Daan.2,A,347.4,350.016,わかりました。あなたはチタンです。,IS1006c.C.argumentstructs.Daan.2,NONE
IS1006c.C.argumentstructs.17,C,350.3,362.99,ええ、ええ。,NONE,NONE
IS1006c.B.argumentstructs.Daan.1,B,351.2,365.712,ボディ全体がチタン製で、ゴムかゴム製のパーツが使われているので、感触が良くなり、,IS1006c.A.argumentstructs.Daan.1,{IS1006c.C.argumentstructs.Daan.3}
IS1006c.D.argumentstructs.14,D,362.3,367.53,うーんこんな感じ？うん。,NONE,NONE
IS1006c.C.argumentstructs.Daan.3,C,365.46,375.216,最近の携帯電話のように、4方向にゴムを張ることができます。しかし、完全な組み立て,IS1006c.B.argumentstructs.Daan.1,NONE
IS1006c.A.argumentstructs.11,A,367.63,371.57,ああ。わかりました。,NONE,NONE
IS1006c.B.argumentstructs.12,B,367.81,368.98,ええ、ええ。,NONE,NONE
IS1006c.C.argumentstructs.Daan.4,C,376.45,406.324,チタンゴムは主に高価で、すべての形状を作るのが少し難しいです。そして、このプッシュボタンは、LCDの代わりにプッシュボタンを使用したいと考えています。つまり、音声認識を導入したいので、この技術の価格を下げ、十分なスペースや資金を確保したいと考えています。,IS1006c.A.argumentstructs.Daan.1,NONE
IS1006c.D.argumentstructs.Daan.2,D,741.91,744.25,複数の色があると思いますか?,NONE,"{IS1006c.B.argumentstructs.Daan.2, IS1006c.A.argumentstructs.Daan.3, IS1006c.B.argumentstructs.Daan.4, IS1006c.C.argumentstructs.Daan.6, IS1006c.B.argumentstructs.Daan.8, IS1006c.D.argumentstructs.Daan.8}"
IS1006c.D.argumentstructs.15,D,745.4,746.43,それとも,NONE,NONE
IS1006c.B.argumentstructs.Daan.2,B,745.947,752.24,L_C_D_ 画面のバックライトをさまざまな色で作成します。,IS1006c.D.argumentstructs.Daan.2,"{IS1006c.D.argumentstructs.Daan.3, IS1006c.C.argumentstructs.Daan.5}"
IS1006c.D.argumentstructs.Daan.3,D,752.07,753.49,うーん、でもそうじゃないんです。,IS1006c.B.argumentstructs.Daan.2,"{IS1006c.B.argumentstructs.Daan.3, IS1006c.D.argumentstructs.Daan.4}"
IS1006c.B.argumentstructs.Daan.3,B,753.29,754.31,そうではありません。,IS1006c.D.argumentstructs.Daan.3,NONE
IS1006c.D.argumentstructs.Daan.4,D,754.67,759.984,ケースはアルミニウムやチタン製のものだけになります,IS1006c.D.argumentstructs.Daan.3,NONE
IS1006c.B.argumentstructs.13,B,759.04,759.49,うん。,NONE,NONE
IS1006c.A.argumentstructs.Daan.3,A,759.82,763.98,あなたの調査によると、どうやら人々は色が好きなようですね？,IS1006c.D.argumentstructs.Daan.2,NONE
IS1006c.D.argumentstructs.16,D,764.09,768.45,ええ、彼らは何かが好きなんです,NONE,NONE
IS1006c.B.argumentstructs.Daan.4,B,768.39,773.05,さて、パネルを交換できる Nokia の携帯電話があることを思い出しましょう。,IS1006c.D.argumentstructs.Daan.2,"{IS1006c.D.argumentstructs.Daan.5, IS1006c.B.argumentstructs.Daan.5}"
IS1006c.D.argumentstructs.Daan.5,D,773.17,777.98,ええ、わかりました。それが選択肢になります。Nokiaの携帯を持っていないからわかりませんが、,IS1006c.B.argumentstructs.Daan.4,NONE
IS1006c.B.argumentstructs.Daan.5,B,774.41,775.16,あなたはそれが好きですか ？,IS1006c.B.argumentstructs.Daan.4,"{IS1006c.D.argumentstructs.Daan.6, IS1006c.B.argumentstructs.Daan.6}"
IS1006c.C.argumentstructs.18,C,779.33,780.41,でもそれは,NONE,NONE
IS1006c.D.argumentstructs.Daan.6,D,779.92,782.314,私はそれを使わないけど、また、うーん、私は使うかもしれない,IS1006c.B.argumentstructs.Daan.5,NONE
IS1006c.B.argumentstructs.Daan.6,B,781.26,787.636,だから君はそれを持っていないんだ。それが、それが汚いからなんだ。,IS1006c.B.argumentstructs.Daan.5,NONE
IS1006c.C.argumentstructs.Daan.5,C,785.449,791.69,でも、高価になりませんか？カラー L_C_D_ を使用する場合。,IS1006c.B.argumentstructs.Daan.2,{IS1006c.B.argumentstructs.Daan.7}
IS1006c.B.argumentstructs.Daan.7,B,791.83,792.13,いいえ。,IS1006c.C.argumentstructs.Daan.5,NONE
IS1006c.C.argumentstructs.Daan.6,C,794.14,805.53,その代わりに、アセンブラの色を変えることもできます。ユーザーがもっと多くの色を欲しがるなら、お金をもっと払ってこれを手に入れられるようにすればいいかもしれません。,IS1006c.D.argumentstructs.Daan.2,{IS1006c.C.argumentstructs.Daan.7}
IS1006c.C.argumentstructs.Daan.7,C,806.63,810.7,ええ、形状と組み立て方が異なる場合があります。,IS1006c.C.argumentstructs.Daan.6,{IS1006c.C.argumentstructs.Daan.8}
IS1006c.B.argumentstructs.14,B,811.46,825.03,えっと、ここにいます。 うん。 了解。,NONE,NONE
